ruc,anio,gore,n_contratos,n_gores_anio
20559507769,2024,LIMA,1,2
20561206539,2024,LIMA,1,1
20568778198,2024,LIMA,2,1
20571395283,2024,LIMA,1,4
20600029798,2024,LIMA,1,3
20600129938,2024,LIMA,1,1
20600373871,2024,LIMA,1,1
20600433050,2024,LIMA,2,1
20600441001,2024,LIMA,2,1
20600615581,2024,LIMA,1,1
20600813804,2024,LIMA,1,1
20601324491,2024,LIMA,1,2
20601597773,2024,LIMA,1,1
20601831717,2024,LIMA,1,1
20602164986,2024,LIMA,1,1
20602480357,2024,LIMA,1,1
20602747868,2024,LIMA,1,1
20602932771,2024,LIMA,1,1
20603234279,2024,LIMA,5,1
20603812388,2024,LIMA,1,1
20604421633,2024,LIMA,2,1
20604488681,2024,LIMA,2,1
20604903328,2024,LIMA,1,1
20605324151,2024,LIMA,1,1
20606580437,2024,LIMA,1,1
20606792752,2024,LIMA,1,1
20607057355,2024,LIMA,1,1
20608472208,2024,LIMA,1,1
20609067552,2024,LIMA,1,1
20611325739,2024,LIMA,1,1
20103921288,2024,LORETO,1,1
20232650444,2024,LORETO,1,1
20393633990,2024,LORETO,4,1
20393706628,2024,LORETO,1,1
20393725509,2024,LORETO,2,1
20393758423,2024,LORETO,1,1
20393877431,2024,LORETO,3,1
20393973669,2024,LORETO,5,1
20399273146,2024,LORETO,1,2
20450186440,2024,LORETO,1,2
20450296628,2024,LORETO,1,1
20450402592,2024,LORETO,2,1
20450905152,2024,LORETO,1,1
20451375548,2024,LORETO,3,1
20493231236,2024,LORETO,1,1
20493477405,2024,LORETO,1,1
20493537742,2024,LORETO,4,4
20493538633,2024,LORETO,1,1
20493543122,2024,LORETO,1,1
20493589891,2024,LORETO,1,1
20493640322,2024,LORETO,2,1
20493644824,2024,LORETO,2,1
20493733096,2024,LORETO,2,1
20493747399,2024,LORETO,2,1
20493748018,2024,LORETO,1,1
20493870751,2024,LORETO,1,1
20493874587,2024,LORETO,2,1
20494100429,2024,LORETO,1,1
20494686369,2024,LORETO,1,1
20523013603,2024,LORETO,1,1
20528115897,2024,LORETO,5,1
20528149953,2024,LORETO,2,1
20528181334,2024,LORETO,1,1
20528255982,2024,LORETO,1,1
20528388869,2024,LORETO,1,1
20528457691,2024,LORETO,3,1
20528476300,2024,LORETO,1,1
20529089571,2024,LORETO,1,1
20531302321,2024,LORETO,1,1
20531396635,2024,LORETO,1,1
20541112660,2024,LORETO,1,1
20541143549,2024,LORETO,1,1
20541243250,2024,LORETO,1,1
20541261401,2024,LORETO,1,1
20541653156,2024,LORETO,5,3
20542301172,2024,LORETO,1,1
20559937691,2024,LORETO,3,1
20567140220,2024,LORETO,2,2
20567237061,2024,LORETO,2,1
20567287247,2024,LORETO,2,1
20572288901,2024,LORETO,1,1
20600002717,2024,LORETO,1,2
20600182693,2024,LORETO,3,1
20600409311,2024,LORETO,1,1
20600523571,2024,LORETO,1,1
20601131367,2024,LORETO,1,1
20601202574,2024,LORETO,1,2
20601282063,2024,LORETO,1,1
20601324491,2024,LORETO,1,2
20601693659,2024,LORETO,1,1
20601911915,2024,LORETO,2,1
20601944384,2024,LORETO,1,1
20602797016,2024,LORETO,1,1
20603476400,2024,LORETO,1,2
20608845934,2024,LORETO,2,1
20610436499,2024,LORETO,1,1
20610618015,2024,LORETO,1,1
20611139684,2024,LORETO,1,1
20612633917,2024,LORETO,1,1
10324057035,2024,PASCO,1,1
10411982438,2024,PASCO,1,1
10805536867,2024,PASCO,1,1
20393675480,2024,PASCO,1,2
20407836872,2024,PASCO,5,2
20446927753,2024,PASCO,2,1
20486845725,2024,PASCO,1,1
20486975939,2024,PASCO,1,1
20489537436,2024,PASCO,1,1
20489594235,2024,PASCO,1,1
20489626706,2024,PASCO,1,2
20489650674,2024,PASCO,1,2
20489684145,2024,PASCO,1,2
20489747244,2024,PASCO,1,1
20494951020,2024,PASCO,1,2
20495931472,2024,PASCO,1,2
20506298301,2024,PASCO,1,1
20528901361,2024,PASCO,1,1
20528932321,2024,PASCO,1,1
20528973516,2024,PASCO,1,1
20529030330,2024,PASCO,1,1
20529033274,2024,PASCO,1,1
20529066521,2024,PASCO,1,3
20529068655,2024,PASCO,3,2
20529111259,2024,PASCO,1,1
20529202998,2024,PASCO,1,4
20529215038,2024,PASCO,2,1
20542350033,2024,PASCO,1,3
20542489627,2024,PASCO,1,1
20568073658,2024,PASCO,1,1
20571395283,2024,PASCO,2,4
20573066619,2024,PASCO,1,1
20573098731,2024,PASCO,1,2
20573144946,2024,PASCO,1,1
20573225199,2024,PASCO,4,1
20573333081,2024,PASCO,1,2
20573338554,2024,PASCO,1,1
20600079493,2024,PASCO,1,1
20600099541,2024,PASCO,1,1
20600119703,2024,PASCO,1,1
20600592786,2024,PASCO,1,1
20600630963,2024,PASCO,1,1
20600967496,2024,PASCO,1,1
20601277078,2024,PASCO,1,1
20601771641,2024,PASCO,2,2
20602486894,2024,PASCO,1,2
20602581234,2024,PASCO,1,1
20602640079,2024,PASCO,1,1
20603013540,2024,PASCO,1,1
20603398573,2024,PASCO,1,1
20603549261,2024,PASCO,1,1
20603641834,2024,PASCO,1,1
20603919395,2024,PASCO,1,1
20604695067,2024,PASCO,1,1
20604906475,2024,PASCO,1,1
20605286306,2024,PASCO,1,1
20605875778,2024,PASCO,1,1
20608077163,2024,PASCO,3,3
20611372338,2024,PASCO,1,1
20613220004,2024,PASCO,1,1
20613377205,2024,PASCO,1,1
99000035293,2024,PASCO,1,3
10176407471,2024,PIURA,1,1
20154727826,2024,PIURA,1,1
20261295246,2024,PIURA,1,2
20274419637,2024,PIURA,1,1
20339480932,2024,PIURA,1,1
20480188404,2024,PIURA,1,3
20525491677,2024,PIURA,1,1
20525637639,2024,PIURA,1,1
20525822029,2024,PIURA,1,1
20526032854,2024,PIURA,2,1
20526146191,2024,PIURA,1,1
20526201478,2024,PIURA,3,1
20526203501,2024,PIURA,1,1
20526652135,2024,PIURA,1,1
20526657871,2024,PIURA,1,1
20529940395,2024,PIURA,1,1
20529966351,2024,PIURA,1,1
20530036481,2024,PIURA,1,1
20530091075,2024,PIURA,2,1
20533651918,2024,PIURA,1,2
20600085841,2024,PIURA,2,1
20600419839,2024,PIURA,1,1
20600480996,2024,PIURA,1,1
20602951830,2024,PIURA,1,1
20605435077,2024,PIURA,1,1
20605547436,2024,PIURA,1,1
20605622080,2024,PIURA,2,1
20608080784,2024,PIURA,1,1
20106758477,2024,PUNO,1,2
20518145763,2024,PUNO,1,1
20536612972,2024,PUNO,1,5
20602241671,2024,PUNO,1,1
20450151221,2024,SAN MARTIN,1,1
20450186440,2024,SAN MARTIN,1,2
20450278051,2024,SAN MARTIN,2,1
20450299139,2024,SAN MARTIN,2,1
20450302377,2024,SAN MARTIN,1,1
20450445305,2024,SAN MARTIN,1,1
20480188404,2024,SAN MARTIN,2,3
20480403496,2024,SAN MARTIN,1,2
20480686692,2024,SAN MARTIN,1,1
20489532981,2024,SAN MARTIN,1,3
20493537742,2024,SAN MARTIN,1,4
20493836651,2024,SAN MARTIN,1,1
20493953614,2024,SAN MARTIN,1,1
20494017521,2024,SAN MARTIN,1,1
20496054041,2024,SAN MARTIN,1,1
20529457554,2024,SAN MARTIN,1,1
20533651918,2024,SAN MARTIN,1,2
20534016949,2024,SAN MARTIN,1,2
20539158091,2024,SAN MARTIN,1,1
20542350033,2024,SAN MARTIN,2,3
20560034289,2024,SAN MARTIN,1,1
20560168994,2024,SAN MARTIN,1,3
20570866533,2024,SAN MARTIN,1,1
20572125191,2024,SAN MARTIN,3,1
20572164331,2024,SAN MARTIN,1,1
20572224849,2024,SAN MARTIN,1,1
20600194861,2024,SAN MARTIN,2,1
20600683650,2024,SAN MARTIN,1,1
20600721179,2024,SAN MARTIN,1,2
20601290309,2024,SAN MARTIN,1,1
20601500214,2024,SAN MARTIN,1,1
20601533171,2024,SAN MARTIN,1,1
20602811914,2024,SAN MARTIN,1,1
20604572968,2024,SAN MARTIN,1,1
20609697238,2024,SAN MARTIN,1,1
20609836149,2024,SAN MARTIN,1,1
20610467190,2024,SAN MARTIN,2,1
20611692928,2024,SAN MARTIN,1,1
20612549258,2024,SAN MARTIN,1,1
20612984515,2024,SAN MARTIN,1,1
20612988723,2024,SAN MARTIN,1,1
20133176404,2024,TACNA,1,1
20257427022,2024,TACNA,1,1
20406330495,2024,TACNA,1,1
20453991769,2024,TACNA,1,1
20456323007,2024,TACNA,1,1
20494637074,2024,TACNA,1,2
20519658501,2024,TACNA,1,1
20529202998,2024,TACNA,1,4
20532656347,2024,TACNA,1,1
20533652213,2024,TACNA,1,3
20536907930,2024,TACNA,1,1
20547282559,2024,TACNA,1,1
20563050684,2024,TACNA,1,1
20565699955,2024,TACNA,1,2
20608077163,2024,TACNA,1,3
20609409445,2024,TACNA,1,1
20409316868,2024,TUMBES,1,1
20409339728,2024,TUMBES,2,1
20409357203,2024,TUMBES,1,1
20409401113,2024,TUMBES,2,1
20409481125,2024,TUMBES,1,1
20409487913,2024,TUMBES,1,1
20483981202,2024,TUMBES,1,1
20484228451,2024,TUMBES,1,1
20525954529,2024,TUMBES,1,1
20526688679,2024,TUMBES,1,1
20529698918,2024,TUMBES,1,1
20553546266,2024,TUMBES,1,1
20565699955,2024,TUMBES,1,2
20600381726,2024,TUMBES,1,1
20600475496,2024,TUMBES,1,1
20600508653,2024,TUMBES,1,1
20602429670,2024,TUMBES,1,2
20606891947,2024,TUMBES,1,1
20609370743,2024,TUMBES,1,1
20610312251,2024,TUMBES,1,1
20610504486,2024,TUMBES,1,1
20393151812,2024,UCAYALI,1,1
20393281279,2024,UCAYALI,1,1
20393418321,2024,UCAYALI,1,1
20393469669,2024,UCAYALI,1,1
20393513587,2024,UCAYALI,1,1
20393665506,2024,UCAYALI,1,1
20393675480,2024,UCAYALI,2,2
20393801370,2024,UCAYALI,1,1
20393945886,2024,UCAYALI,1,1
20393987538,2024,UCAYALI,1,1
20491560496,2024,UCAYALI,1,2
20491656761,2024,UCAYALI,1,2
20533652213,2024,UCAYALI,1,3
20534013923,2024,UCAYALI,1,1
20567140220,2024,UCAYALI,1,2
20571266122,2024,UCAYALI,1,1
20601202574,2024,UCAYALI,1,2
20601888361,2024,UCAYALI,1,1
20602237282,2024,UCAYALI,1,1
20604031509,2024,UCAYALI,1,1
